likes,comments,views,reposts,text,date,time,attachments
19,0,2756,4,"1 daylight megaladon mouth wide open on the beach —ar 75:53

2 photo of 2 full body anthropomorphic highland cows dressed like tourists, hyper realism, flat lighting, plain background —ar 53:75 —style raw

3 two red squirrels dressed in kilt and wedding dress getting married —ar 53:75 —s 250 —q 2 —style raw

4 synthwave outrun paper art highly detailed rainbow colours —ar 75:53 —v 5 —q 2

5 margarte thatcher and boris johnson in the style of spitting image —ar 53:75 —q 2

6 real photo of prince charles running through the street laughing wearing only union jack boxer shorts, natural lighting —q 2

#MidJourney
#sc8image",1690246860,2023-07-25 04:01:00,6
21,0,2144,7,"1 blue screen of death

2 ferrari pixar character —ar 75:53

3 highland cow by evening in the fields, in the style of hyper-detailed illustrations, dark yellow and orange, mark henson, rural china, swirling vortexes, high resolution, romantic illustrations —ar 2:3

4 a multicolor background with colorful macarons in vertical stripe bold chromaticity —ar 2:3

5 tuscany, tuscan valley, flowers, fields autumn print illustration on paper, in the style of surreal 3d landscapes, golden hues, spirals, northern china's terrain, paper sculptures, romantic riverscapes, whistlerian —ar 85:128

6 a pair of nail polish and the diluent of bright colors over them, in the style of hyper-realistic water, graphic illustration, color splash, simple, colorful illustrations, sharp & vivid colors, master of the spray paint, yellow and red

#MidJourney
#sc8image",1690232460,2023-07-25 00:01:00,6
41,0,2991,6,"1 funny character in a circus in the style of game trailer, 3D, 8K, realistic, anatomy, white, red, black, bold curves, futuristic clothing, LED, Neon lights, tanya shatseva, bella kotak, photo - realistic hyperbole, high quality photo —stylize 850 —version niji —ar 9:18

2 detailed close-up muscle fiber molecular space marine gorilla helmet, medals, cybernetic enhancements, super-resolution, crystalline liquid, Lapis veins, translucent fibrous play-of-color —s 500 —chaos 9 —ar 4:7 —v 5.2

3 crop, superb owl Egyptian empress,beauty, pharaoh nemes headdress, ornate hieroglyphic armor, beautiful hand carved accents, opalescent indentations, chromatic reflections, cinematic, dynamic angle, vanta-turquoise, vanta-gold, In the style of Ray Caesar + Yoshitomo Nara + Mab Graves —ar 9:16 —q 2 —s 250 —v 5.2

4 a cute doll in an ice jacket drenched with water, in the style of zbrush, grotesque caricatures, focus stacking, dark yellow and light blue, strong facial expression, adventure pulp, flickr —ar 2:3 —s 250 —v 5.2

5 kid , cute, magic ball, glory, woman, deep v, fight, long leg —s 250

6 Smiling sunflower ,Paul Klee style, surreal masterpiece, artistic, focus, colorful background, detailed, intricate details, rich colors, chinese young girl,aged 8,asain beauty,chinese,cute and adorable,white skin,smile,full body, 8K resolution,💃,punk,neon punk,flower punk,glowing —niji —s 250

#MidJourney
#sc8image",1690218060,2023-07-24 20:01:00,6
22,0,2634,8,"1 artistic digital illustration of an advanced female android beauty, intricate circuits and pathways lit, glow, body, vines and geometric, chaos to ensue, devours the mind and body, parathyroid, heavy, elaborate paint strokes —ar 9:16

2 Close-up face, Otherworldly, Galactic haute couture, poster-like, iridescent shades:: alien showcasing a Helical Prism and Chinoiserie-patterned attire, epitomizing inscrutable sophistication by Nick Knight:: —c 9 —s 500 —ar 4:7 —v 5.2

3 Close-up, Happy Smiling Face, Black android, poster-like, opalescent colors:: Happy Smiling all-Black droid flaunting Tartan and Zebra-patterned details, exuding an inimitable allure by Vitaly Bulgarov:: —c 9 —s 500 —ar 4:7 —q 2 —v 5.2

4 Ornate gold ring of a fox with diamonds. Front view. Jewelry photography. —s 250 —v 5.2

5 Glass hourglass reflecting and refracting a rainbow of red, yellow and blue, black background

6 Elongated mushroom lamps, bees and stained glass

#MidJourney
#sc8image",1690204260,2023-07-24 16:11:00,6
3,0,1894,1,"Конкурс стартапов в области аудио- и видеоконтента ведет набор участников со всей России!

Если у тебя есть классный инновационный продукт из области медиа — этот проект для тебя! 

Новый технологический конкурс связывает российские стартапы и крупный бизнес. Партнеры конкурса — ведущие компании в сфере аудио- и видеопроизводства, выберут интересные разработки для дальнейшего сотрудничества! 
Участники конкурса получают возможность напрямую выйти к крупным заказчикам и заключить успешные контракты! 
Участие в конкурсе абсолютно бесплатно! 

 Прием заявок продлится до 26 июля. 

Заявки принимаются на сайте — https://vk.cc/cpxI2X",1690200600,2023-07-24 15:10:00,1
21,6,4248,9,"1 romantic, glamour shot, flirty, wide shot, full body, a bald girl looking like Scarlett Johansson with no hair is wearing a blue oriental headscarf walking in the desert and a blue face mask covering her mouth and a blue sheer satin veil and a large flowing sheer blue graphene fashioned cape, hotpants, detailed facial features, firmin baes, war photography, dusk, no hair, bald, intense gaze, emotive eyes, bald hair, stunning beauty, face covered, off shoulders, light blue eyes, off shoulders, stunning beauty, in the style of orientalist imagery, video art, miwa komatsu, deborah turbeville, photorealistic eye, ai weiwei, arabesque , portrait photography, background blur, captured by Sony Alpha a7 III camera with Sony FE 24-105mm f/4 OSS lens* —v 5.2 —s 750 —ar 16:9 —style raw

2 high fashion runway models futuristic glasses, wearing pink catsuits with tulle and organza dress and white boots with heels, Barbie inspired, hyper realistic —ar 9:19

3 romantic, full character height portrait, As the sun begins to set, casting a golden glow across the desert, a lovely a slim and athletic 21 year old cute french girl with long blue liquid and translucent curly blue tousled hair looking like Scarlett Johansson model emerges from behind a sand dune, her footsteps leaving soft imprints in the warm sand. She walks with confidence, her vibrant short flowing dress contrasting against the arid landscape, creating a striking image. With each step, she embraces the serenity of the desert, her spirit free and her heart filled with a sense of adventure.stunning beauty, blue hair, only blue hair, off shoulders, feminine, intense gaze, emotive eyes 05703321 —s 750 —ar 3:6

4 many colors and types of industrial alien flowers by devor, in the style of dieselpunk, cybernetic, robotic expressionism, nikon af600, 3d, marguerite blasingame, rusty debris —ar 4:5 —s 250 —style raw

5 A minimalist metal a golden and copper and silver round asymetrical and srteamlined futuristic jewel looking like a mix of sextant and occult with a pendant captured in a high-definition photograph. Clean lines, sleek design, and a polished surface. —q 1 —s 100 —style raw

6 water Melon carved elephant, thai style, hyper realistic render

#MidJourney
#sc8image",1690189260,2023-07-24 12:01:00,6
88,3,12853,27,"1 japanese noh mask design for infinite tectonic mirror, topography, 16k —ar 2:3 —s 200 —w 5 —chaos 10 —version 5.2

2 Fukusuke Lucky Charm Figurine, Fukusuke are small figurines representing a chubby, rosy-cheeked girl often depicted with auspicious symbols. These good luck charms are visually endearing and believed to bring prosperity and happiness, thick acrylic drawing by Krenz Cushart, bright kawaii colors —ar 2:3 —s 200 —w 4 —chaos 7 —version niji

3 kintsugi bee origami art —ar 2:3 —s 200 —w 5 —chaos 10 —version 5.2

4 an anime girl wearing a black jacket, in the style of amber and gold, in the style of anime-inspired characters, asaf hanuka, stanley artgerm, cryogenics, 16k resolution, warmcore, tectonic, shiny/glossy, portraitures, i can't believe how beautiful this is —ar 9:16 —s 200 —w 4 —chaos 7 —version niji

5 a color that belongs to the alien hive mind deity goddess, deep space, character design concept —ar 9:16 —s 200 —w 3 —chaos 10 —version 5.2

6 strange girl, macro shot, dim, dark fantasy, analog horror, junji ito, horrific, dramatic atmosphere, sulky expression, surrealist, expressionist, deep —ar 2:3 —s 200 —w 3 —chaos 10 —version 5.2

#MidJourney
#sc8image",1690174860,2023-07-24 08:01:00,6
76,0,5206,47,"1 art Chromatic Aberration, RGB Displacement, Anaglyph, Whirl, Starburst, Cracks, Glowing Edges —ar 9:16 —s 750 —v 5.2

2 Molten Rock, Liquid Crystal, Blobby —ar 9:16 —s 750

3 Seamless childrens glass marbles. dark colors. realism. cinematic. hi res. 8k. —ar 9:16 —s 750

4 Photorealistic Emerald pattern, HD —ar 9:16 —s 750

5 texture, Charred, Borax —ar 9:16 —s 750

6 hexagonal wood texture —ar 9:16 —s 750

#MidJourney
#sc8image",1690160460,2023-07-24 04:01:00,6
34,0,4439,10,"1 a matter of opinion —s 987 —ar 5:7 —c 96

2 A diorama of a full body organic cyborg with topographic contour lines at the bowling alley, bowling, view from behind, detailed, full body, maximalist, Goddess of laminar flow, dichromatic, fantasy, quantum vortex, two point perspective, by Charlie bowater and Alberto Seveso, photorealism, trending on artstation, sharp focus, studio photo, intricate details, highly detailed, by Carla Wyzgala, featured on cg society, diaphanous iridescent cloth, intricate biopunk patterns, in rays of sunlight, resin statue, shot with canon 5 d mark ii, 30 mm f/2.8, clothing design, —ar 3:5 —s 876 —c 55

3 an anime girl is brought to life as she steps out of the television, anime to real-world portal, photographing, combining anime with photography, mixed styles

4 an abstract sculpture of a bird is made by geometry, in the style of cryengine, dinopunk, photo-realistic techniques, manticore, silver and brown, uhd image, graph paper —s 211 —niji

5 a lighted butterfly sitting on top of a wooden table, made out of clear plastic, autumn lights, tendrils of colorful light, orange teal lighting, hd h 1024, profile picture —s 632 —c 37

6 a polygonal image of a vulture, in the style of adam martinakis, metallic textures, sketchfab, light silver and dark orange, hyperrealistic animal portraits, mosaic-like compositions, sharp/prickly

#MidJourney
#sc8image",1690146060,2023-07-24 00:01:00,6
20,3,2703,2,"1 Brother and sister celebrating Bhai Dooj festival —ar 3:2 —q 2 —s 750 —v 5

2 Gujarati New Year —ar 3:2 —q 2 —s 750 —v 5

3 should have put a ring on it —s 765

4 an illustration depicting a woman in a colored paint spread, in the style of fluid organic forms, paint dripping technique, dark chiaroscuro, bright sculptures, exaggerated anatomy, melting pots, colorful cartoon —ar 53:89 —c 32

5 a dandelion wearing a suit, dapper dandelion, photographic modern concept, abstract realism —ar 3:5 —s 385 —c 29

6 low poly pollyanna

#MidJourney
#sc8image",1690131660,2023-07-23 20:01:00,6
18,1,2166,4,"1 the image includes a blue pickup truck and fire flames, in the style of smooth and polished, fluid lines and curves, restored and repurposed, smooth curves, bold curves, photo-realistic techniques, auto body works —ar 9:16 —v 5.2 —s 200 —c 5

2 futuristic redesign of a lowered widebody 1934 Ford street rod, white —ar 16:9 —v 5.2 —s 1000 —c 5

3 bar counter, polished epoxy —ar 9:16 —v 5.2

4 eagle quest game screenshot, in the style of natalia rak, windows xp, purple and gray, playful caricature, tender depiction of nature, duckcore, bill gekas —ar 9:16 —v 5.2

5 happy halloween halloween wallpaper, free halloween wallpaper, in the style of patrick brown, mischievous feline motif, reylia slaby, detailed shading, detailed character design, aurorapunk, playfully dark —ar 9:16 —v 5.2

6 a death mask, by Francesco Francavilla, charcoal sketch —ar 9:16 —v 5.2 —s 1000 —c 45

#MidJourney
#sc8image",1690117260,2023-07-23 16:01:00,6
21,0,2714,11,"1 side view of a street with medieval houses, drawing in the style of Ivan Bilibin

2 Legendary warrior mounted on a horse, and in the background a wide valley, drawing in the style of Ivan Bilibin

3 12 orishas, ​​afrikan panteon, hyperrealistic photo, 8K, —ar 16:9

4 Raziel and Kain, ultra realistic, photo realistic, cinematic —style raw

5 very fat witch next to a big bubbling pot inside a medieval hut, Albrecht Durer style color drawing

6 Doctress Duessa

#MidJourney
#sc8image",1690102860,2023-07-23 12:01:00,6
19,0,2407,6,"1 a painted car has blue hair dangly on it, in the style of japanese-inspired, wallpaper, wavy resin sheets, light brown and white, masterpiece —ar 16:9

2 a man standing next to a bbq grill preparing a hamburger, in the style of welded sculptures, burned/charred, bronzepunk, i can't believe how beautiful this is, dinocore, loose linework, indigenous culture —ar 41:69

3 a motorcycle is shown on the background of a gray background, in the style of thom mayne, makoto shinkai, ingrid baars, bold simplicity, sony alpha a1, bold black outlines, 1970–present —ar 3:2

4 new york city swiss bbq sauce, seasonings, condiments, in the style of dan witz, high contrast shots, arthur adams, iso 200, creative commons attribution, suguru tanaka, iconic civil rights imagery —ar 2:1

5 Spice collection illustration vector in doodle style, in the style of digitally enhanced, kent monkman, 1860–1969, light crimson and green, gene luen yang, high resolution, heatwave —ar 2:1

6 Art Paint of two roasted chicken in the Weber charcoal grill, ukiyoe style by Hokusai Katsushika

#MidJourney
#sc8image",1690088460,2023-07-23 08:01:00,6
24,0,2952,5,"1 lizzo dressed as suge knight, HD, award winning

2 Moon Mountain wild Flower Boho artwork, 32k —ar 9:16 —v 5.1 —s 750

3 two office workers in suits touching a themostat, angry faces, HD, raw, realistic —v 5.1

4 Bauhaus Japanese Minimalism, vector art by Keith Haring, whimsical cat family —v 5.1 —s 500 —chaos 10 —ar 3:4 —v 5

5 A whimsical classroom teacher laughing with elementry students, illustrated in a vibrant, cartoon style —v 5

6 internet troll typing on a keyboard, hyper realistic, HD, 8k —v 5

#MidJourney
#sc8image",1690074060,2023-07-23 04:01:00,6
27,0,3483,10,"1 fierce hyperrealistic depiction of a fuchsia dragon, photorealism, barbiecore, bloomcore, ancient times —ar 9:16 —s 450 —c 5 —weird 50 —v 5.2

2 minimalism, vintage ikebana with deep black flowers on a shiny gold background, high resolution, stunning quality image, carved, sculpted, slightly 3d, octane render, photorealism, realism, depth of field, luminous, shiny, delicate luster —ar 9:16 —s 1000 —weird 50 —c 5 —q 2 —v 5.2

3 Iron Man, Spider-man, Dr. Strange fusion, full body, cloak, hyperdetailed, photorealism, digital art, cartoon realism, depth of field, subsurface scattering, shiny, delicate luster, cinematic lighting —ar 9:16 —s 1000 —c 5 —weird 50 —v 5.2

4 the rainbow rider, colorful rainbow horse racing across an iridescent rainbow, cartoon realism, photorealism, hyperrealistic, octane render, shiny, Hilma af Klint, Jeanne Mammen —ar 9:16 —s 250 —v 5.2

5 fierce hyperrealistic depiction of a mecha robo dragon, photorealism, ancient times —ar 9:16 —s 450 —c 5 —weird 50 —v 5.2

6 closeup of a woman wearing colurful psychedelic fashion, uncanny valley, stunning scenes, trippy, psychedelic, cinematic film, natural lighting, clear and crisp image, uhd image, editorial shoot, award winning shot, stunning photography, David Bailey, Wolfgang Weingart, Lillian Bassman —ar 9:16 —s 755 —v 5.2

#MidJourney
#sc8image",1690059660,2023-07-23 00:01:00,6
38,5,3587,16,"1 Take me to your leader:: Alien, weird alien, fuschia, teal, and ivory colors, trippy, detailed, cartoon realism, wavy, Alex Ross, Chip Zdarsky, Charlie Bowater —ar 9:16 —s 250 —v 5.2

2 Avengers Hulk on lap, baroque period, 3d rendering, oil painting, aristocratic style —ar 9:16 —v 5 —q 2 —v 5

3 Thick acrylic figure on pixiv, gorgeous gothicdark maiden, extreme iridescent reflection, overexposure, high brightness, shimmer pearl, gold and silver, gauze latex, stretch action, darkbackground, divine cinematic edge lighting, soft focus, bokeh, chiaroscuro 8k, best quality, ultradetailed, 3d, c4d, blender, oc renderer, cinematic lighting, ultra hd, 3d rendering,--niji 5 —ar 9:16 —stylize 100 —q 2 —v 5 —v 5

4 Marvel Ironman made of azulejo's white, red and blue, gold details, rococo style, sculpture statue porcelain white and gold marble, Intricate detail, Middle shot portrait, ultra high details, large eyes, Cinematic lighting, ultra high definition, artstation, Smooth, sharp focus, Photorealism, Photography, Realistic Detail, Depth of field, 8k, Full HD, 3d, Super resolution, octane render, Long exposure, unreal engine. —ar 9:16 —v 5

5 disney pixar animation, Tony Stark as a mad scientist holding a beaker filled with green liquid, madness, cartoon animation, stunning work of art, harsh lighting, high contrast, octane render, procreate, blender, 3d, zbrush, Stanley Artgerm, Chip Zdarsky, marvel comic style —ar 5:8 —version niji

6 dragonfruit patterned wallpaper, stunning scenes, cinematic film, natural lighting, clear and crisp image, uhd image, editorial shoot, award winning shot, stunning photography, David Bailey, Wolfgang Weingart, Lillian Bassman —ar 1:2 —s 450 —v 5.2

#MidJourney
#sc8image",1690045261,2023-07-22 20:01:01,6
23,1,2289,6,"1 a DSLR photo of a cat holding a gun aiming at the camera —ar 9:16

2 a capybara punching the planet Earth in space with one paw, explosion into pieces, super realistic, 4k —ar 9:16

3 Award winning photography, girl with macaroni and cheese hair —ar 9:16

4 steampunk cat in a chinese shopping mall, hyper-realistic, 4k —ar 9:16

5 a Hedgehog holding a spear —v 5

6 Albert einstein as dog —v 5

#MidJourney
#sc8image",1690030860,2023-07-22 16:01:00,6
30,0,2246,8,"1 a girl in jeans, with a pink top and a bandana, in the style of walt kelly, colored cartoon style, cut/ripped, dark white and light blue, eddie del rio, poodlepunk, eddie mendoza —ar 54:95 —upbeta —q 2 —s 750 —v 5.2 —style raw

2 a beautiful 5 years old girl with brown hair, smiling, wearing a floral summer dress, holding a air balloons, full body, walking down the street, Fabio Cembranelli art —ar 1:2 —q 4 —stylize 1000 —v 5.2

3 Amazing full body portrait of a human,a android and extra terrestre, posing together out on the street of a futuristic city, sci-fi, fantasy, H.R. Giger, Syd Mead and Peter Lik style —ar 1:2 —stylize 1000 —q 4

4 Vladimir kush photography —ar 1:2 —stylize 1000 —q 5 —v 5.2

5 a set of small creatures with colorful eyes and faces, in the style of rendered in cinema4d, atmospheric color washes, medical imaging film., rtx on, booru, organic shapes and curved lines, oversized objects —s 450 —c 15 —q 2 —v 5.2 —ar 16:9

6 Award-winning Hyperdetailed, Sketch art, In the style of Gil Elvgren —s 100 —w 10 —ar 9:16 —chaos 5 —version niji —upbeta —q 2

#MidJourney
#sc8image",1690016460,2023-07-22 12:01:00,6
26,0,3444,9,"1 a charismatic black female 40 year old heavy metal rock music fan from the 20s is printed on an old picture in the style of light brown and white, ferrania p30, cluj school, celebrity photography, realist: lifelike accuracy, smilecore, nostalgic charm —ar 4:5

2 a female native american vampire demon lady from the 20s is printed on an old picture, in the style of light brown and white, ferrania p30, cluj school, celebrity photography, realist: lifelike accuracy, vampirecore, nostalgic charm —ar 9:16

3 Distraught she reaches for old hoe, in style of atmospheric color washes, impressive skies, dark crimson and black, tim hildebrandt, joe madureira, simon bisley, graphic illustrations, surrealistic distorion, destructive, suicidal —ar 9:16

4 Picture frozen in the eye, in style of simon bisley, atmospheric color washes, dark blue, silver and black, tim hildebrandt, joe madureira, graphic illustrations —ar 9:16

5 topography map of many winding rivers like ribbons thrown across the earth, intricate, dark color palette, —ar 1:2 —s 750 —v 5.2 —q 2

6 pop art illustration of lines created by numbers —ar 9:16 —s 750 —v 5.2 —q 2

#MidJourney
#sc8image",1690002060,2023-07-22 08:01:00,6
15,0,1932,2,"1 A dark and moody image of a Ferrari Testarossa driving through a desert landscape. The sun is beating down, and the sand is blowing in the wind. The Ferrari is a bright red color, and it is moving at high speed. The driver is wearing sunglasses, and they have a determined look on their face. The Ferrari is a symbol of power and speed, and it is clear that they are enjoying themselves. The image is shot in a film noir style, with low-key lighting and high contrast —ar 16:9 —s 750

2 Photography in the style of Galen Rowell and Guy Tal —s 200 —ar 9:16 —chaos 15 —version 5.2

3 Photography in the style of Ansel Adams and Edward Burtynsky —s 200 —ar 9:16 —chaos 15 —version 5.2

4 illustration bruce lee —ar 1:1 

5 A bull with a Baby blue outline made of water, transparent, running, domineering and unrestrained,cyberpunk ,volume lighting ,unreal engine —ar 3:4 029

6 Zodiac horse, wallpaper, cinematic, realistic —ar 3:4 

#MidJourney
#sc8image",1689987661,2023-07-22 04:01:01,6
36,1,4935,8,"1 Hippie Movement, fast, 2D, Van Gogh, iw1.5

2 A cute snake, at rest, detail, rich colors, panoramic composition, perfect lighting, Unreal Engine, CG rendering, 8k HD, movie effects, style, cartoon animation, cute —ar 16:9

3 The 8-legged science fiction mechanical beast is designed according to the style of excavator.

4 Cute little girl, glasses, book holding, depressed, staring ahead —ar 9:16

5 Comic Leather Abs Tattoo Muscle Hunk —ar 9:16

6 The Chicken —ar 9:16

#MidJourney
#sc8image",1689973260,2023-07-22 00:01:00,6
26,0,2548,5,"1 At night, Land Rover's latest concept off-road vehicle, driving by the river, scenery outside the window, Nikon Z9 camera shooting, 8k camera shooting, real photos, more picture texture, car photography award-winning work —ar 16:9

2 Future electric Vehicles —ar 16:9

3 Masterpieces, the best quality, 8K, no humans, from a distance, China has beautiful ancient towns, fireworks filled the sky, including the ancient capital Chang 'an with antique buildings and winding alleys. At night, lanterns are hung high and the lavender of the building stands in the dim light, with branches and leaves. The town was beautiful and lively, and fireworks lit up the night sky. Make it beautiful

4 Mechanical Dog CgG —ar 9:16

5 A bunch of beautiful women hanging out in a private pool, wine, watermelon, sunny weather

6 Blue sky, white clouds, traffic lights, close-up —ar 16:9

#MidJourney
#sc8image",1689958860,2023-07-21 20:01:00,6
21,1,1762,4,"1 Rolls-Royce Yacht Private jet A dark-haired man from behind

2 Dormitory tight police uniform handsome sinew tattooed muscular man muscular Man General —niji —ar 9:16

3 brown real feather wings no torso detailed

4 **gluwein with an orange and star anise pods in moody setting detailed photographic quality

5 waffle with syrup and icecream moody delicous no humans

6 bushbaby peeping over large dried leadwood tree stump

#MidJourney
#sc8image",1689944460,2023-07-21 16:01:00,6
3,0,2054,0,"Школа 3D графики Knower School приглашает тебя на бесплатный курс по созданию 3D моделей для игр!

За 4 занятия ты научишься работать в бесплатной программе Blender и поймешь, что создавать свои игровые модели может каждый!

https://vk.com/app5898182_-145448138#u=1654244&s=1950975

Что будем делать:
• подробно разберем интерфейс Blender
• изучим технику блокинга формы
• научимся работать с полигональным моделированием и созданием lowpoly моделей под игры
• научимся настраивать pbr материалы в движке Eevee, а также работать со светом и настройками визуализации, чтобы красиво подать модель!

Продолжительность курса - 7 дней (4 часа видеоматериалов, которые навсегда останутся у тебя). Опыт моделирования не нужен, весь курс тебя будут консультировать кураторы школы и проверять твои ДЗ.

Преподаватель курса - Дмитрий Смирнов, специалист в области 3D моделирования и визуализации с 10-летним стажем. Выполнял различные проекты в области архитектурной и интерьерной визуализации, gamedev, в сфере рекламы и VR. Победитель официального конкурса по объектному моделированию от компании Autodesk CIS. Более 4 лет преподавательского опыта: МГУДТ, Autodesk Russia.

За 7 лет работы школы бесплатный курс прошли уже более 100 000 учеников! Многие из них продолжили обучение 3D моделированию и стали профессионалами. Сможешь и ты, сделай первый шаг!

Записывайся по ссылке:
https://vk.com/app5898182_-145448138#u=1654244&s=1950975",1689933900,2023-07-21 13:05:00,1
21,0,2489,5,"1 A fat bloated and puffed visibly sweaty overweight Elon Musk with slightly greying hair at a KFC wearing a cowboy hat giving the thumbs up —ar 2:3 —upbeta —q 2 —v 5.2

2 landscape in Rubik's cube style | Mayan supplies render | bold | multicolor | White background —s 100

3 a beach scene photo, in the style of bold chromaticity, exotic. Uhd 32k. High quality photo with the best photographic settings and parameters. Photorealistic, full total realistic, cinematic. spectacular backdrops, colorful arrangements, romantic gestures, joyful celebration of nature, sunset amazing light, with copy big space, zoom out. Perfect photography composition. people should only appear as silhouettes. —no zoom —no text —v 5.2 —ar 1:1

4 breathtaking landscape in the style of Hiroshi Sugimoto, I can't believe how beautiful this is, professional photography, beautiful lighting, natural lighting, unusual perspective, hyper detailed, octane rendering, ultra high resolution, —ar 9:11 —q 2 —s 500 —c 5

5 tandoor in the style of James Casbere, professional photography, well textured, unusual perspective, natural lighting, QLED, octane rendering, —ar 8:9 —q 2 —c 17 —s 422

6 a beach scene, in the style of bold chromaticity, exotic, spectacular backdrops, colorful arrangements, romantic gestures, joyful celebration of nature, sunset amazing light, with copy big space, zoom out —no zoom —v 5.2 —ar 5:7

#MidJourney
#sc8image",1689930060,2023-07-21 12:01:00,6
13,0,2011,1,"1 Hands holding a bananas wrapped in skin coloured silicon balloon wraps, pink background —upbeta —ar 9:16 —zoom 2

2 a woman holding her phone in a mirror, in the style of steelpunk, landscapist, webcam photography, california plein air, visual kei, carpetpunk, cottagecore —ar 3:4 —upbeta —q 2

3 DSLR press photograph, Ron DeSantis with a mouth full of noodles, grotesque, hyper detailed —ar 16:9 —upbeta —q 2

4 Bill Cosby peeking out from under the blanket on the bed —ar 16:9 —upbeta —q 2

5 A Clockwork Orange directed by Stanley Kubrick —ar 9:16 —upbeta —q 2

6 Ul, Realistic Human Ragdolls for Film Effects on boarding —ar 9:16 —upbeta —q 2

#MidJourney
#sc8image",1689915660,2023-07-21 08:01:00,6
24,7,2772,6,"1 realistic, photo close eye-view, alien war, green blast, spaceship, action, hyper detailed, —s 1000 —ar 2:3 —v 5.2

2 realistic, photo close eye-view, alien war, green blast, spaceship, action, hyper detailed, —s 1000 —ar 2:3 —v 5.2

3 Neo man from ""Matrix"", partciles, green filter cinematic, uhd, 4k, hyperdetail, hdr, epic, Unreal Engine 5, 8K —v 5 —ar 3:2 —s 750 —v 5

4 zombies running in the street, night and fire taken using a Canon EOS R camera with a 50mm f/1.8 lens, f/2.2 aperture, shutter speed 1/200s, ISO 100 and natural light, Full body, Hyper Realistic Photography, Cinematic, Cinema, UHD, 4k, Hyperdetail, Color Correction, HDR, color grading, hyper realistic CG animation —upbeta —s 750 —v 5.2

5 baby ninja posing, ninja clothes, temple in the background, particles —s 750 —v 5.2

6 misterious ocean creature under the sea use of Unreal Engine adds a touch of magic to the already stunning image with Depth of Field, Resolution, Megapixel, and cinematic lightning creating, maximalist, realistic experience. The use of post-processing, Aliasing, FKAA, RTX, SSAO —s 750

#MidJourney
#sc8image",1689901260,2023-07-21 04:01:00,6
25,0,2892,8,"1 The Rolling Stones group cover album —v 5 —q 2 —s 750

2 abba group cover album —v 5 —q 2 —s 750

3 A woman with geometric elements on her face, in the style of bold and vibrant dark aquamarine and gold, intricate costumes with sculptural elements, mesmerizing beauty, faceted shapes, 3D rendering, geometric patterns and shapes —v 5.1 —ar 1000:1500

4 A woman wearing armor and a flower crown, in the style of unreal engine 5, golden age illustrations, hyper-realistic portraits, the stars art group (xing xing), light bronze and orange colors, intense close-ups, dragon art elements. —v 5.1 —ar 1000:1500

5 a young female mode,fashion style is Bohemian Romance, [ full-body, full-body shots, capture full-dress , fashion full body photograpy ], Outdoor shoot, Sony camera, focal length 24mm , f/4 —ar 9:16 —v 5.1 —no text

6 a white framed print with an empty illustration, wood, light brown and light amber, sunlight —ar 2:3 —s 750 —v 5

#MidJourney
#sc8image",1689886860,2023-07-21 00:01:00,6
12,0,2309,5,"1 A robot cat with metal silver on its head and body, a metal silver cat,by Hajime Sorayama style, vray tracking style, futuristic , minimalist , dima dmitriev, neon lights,panoramic shot , —ar 16:9

2 photo of Chewbacca dressed in a black suit and bowler hat, prepared for a gala, the photo is in black and white, photo style 1900, —ar 4:6 —v 5 —q 2 —s 750

3 photo of yoda, making a skate trick jump, full detailled, sony camera lens —v 5 —q 2 —s 750

4 person laughing wearind an inflatable boxing mask, —ar 400:600 —q 2 —s 250

5 real person like a plastic figure of a normal person in the style and pose of a 1980's wrestler, frontal view, looking at the camera, —ar 400:600 —q 2 —s 250

6 inflatable empty room, bright colours —q 2 —s 250

#MidJourney
#sc8image",1689872460,2023-07-20 20:01:00,6
24,0,2431,7,"1 purple plain stone background, ultra-realistic, high detail, high resolution of 16k —ar 3:2 —q 2

2 pink plain stone background, ultra-realistic, high detail, high resolution of 16k —ar 1080:1920 —q 2

3 beautiful succulent plant in pot isolated on white background, side view, no drop shadow —q 2

4 a red wall clock, isolated on a white background, no drop shadow —q 2

5 iced cocktails with berries, cucumbers, and water, in the style of anime art, ocean academia, blue, masterful shading, outdoor scenes, tinycore, realistic color schemes —ar 3:4

6 a 3D cybergirl, laughing, her hands on her hips, glasses on eyes, high detalised face, green eyes, black long curly hair, no background, futuristic style,,3D render, oc render, best quality, 8k,bright,frontlightin, ultra detailed —ar 3:4

#MidJourney
#sc8image",1689858060,2023-07-20 16:01:00,6
17,1,1799,3,"1 flower growing in the desert in the style of Borderlands and Breath of the Wild —ar 2:3

2 gilded dawn behind a person drinking a coffee in a rich appartment by Tanya Shatseva, Studio Ghibli, Artgerm, and Mandy Jergens, hyperdetailed, beautiful, smooth, cel-shaded, skyline, subtle smirk —ar 2:3

3 banana print dress —ar 2:3

4 sauron's eye pancake

5 interdimensional flock of lemurs, Aaron Horkey, gold —ar 10:14

6 you are sure you won't get old , healthy living leaves you cold, you smoke as much as you can

#MidJourney
#sc8image",1689843660,2023-07-20 12:01:00,6
